Iagree.response,Iagree.rt,key_space.keys,key_space.rt,true_certain_0.response,true_certain_0.rt,nextPractice.keys,nextPractice.rt,trialsTraining.thisRepN,trialsTraining.thisTrialN,trialsTraining.thisN,trialsTraining.thisIndex,trialsTraining.ran,context_t,pic_meaning_t,utterance_t,feedback_t,predicted_t,true_how_t,session,participant,date,expName,psychopyVersion,OS,frameRate,key_resp.keys,key_resp.rt,true_certain_1.response,true_certain_1.rt,testDone.keys,testDone.rt,trialsTestLoop.thisRepN,trialsTestLoop.thisTrialN,trialsTestLoop.thisN,trialsTestLoop.thisIndex,trialsTestLoop.ran,context,pic_meaning,utterance,predicted,true_how,code
,,space,15.330795,0,5.398515,space,5.25552,0,0,0,0,1,语境：男生让女生选择吃什么。女生正在考虑。,trainingImg/amb1.png,句子：“男生正在等待女生， 手里握着一个手机。”,“手里握着手机”的可指“男生”，也可指“女生”。图片中确实有握着手机的女生。句子可以真实描述图片。,1,possibly,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,
,,,,1,22.739465,space,14.431255,0,1,1,1,1,语境：男生让女生选择吃什么。女生正在考虑。,trainingImg/amb2.png,句子：“男生正在等待女生， 手里握着一个手机。”,“手里握着手机”的可指“男生”，也可指“女生”。图片中确实有握着手机的男生。句子可以真实描述图片。,1,possibly,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,
,,,,0,20.16256,space,11.981455,0,2,2,2,1,语境：女生病了，躺在病床上睡着了。,trainingImg/noamb1.png,句子：“男生正在等待女生， 手里握着一个手机。”,“手里握着手机”的可指“男生”，也可指“女生”。图片中并没有握着手机的男生/女生。句子不可以真实描述图片。,0,necessarily,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,
,,,,1,10.150675,space,2.933025,0,3,3,3,1,语境：女生病了，躺在病床上睡着了。,trainingImg/noamb1.png,句子：“男生正在等待女生， 手里握着一张清洁纸巾。”,“手里握着清洁纸巾”的可指“男生”，也可指“女生”。图片中确实有握纸巾的男生。句子可以真实描述图片。,1,necessarily,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,space,1.07237,0,20.155445,space,20.371575,0,0,0,14,1,语境：图片中的女生觉得155cm算是高的男孩。她在比较三个男孩的身高。,img/rrgaodcomp.png,句子：“小明不高。”,0,necessarily,pos-t-comp-t-bugao
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,1,7.336295,space,7.945165,0,1,1,0,1,语境：图片中的女生觉得7万算是贵的车。她想买车。,img/rguiupos.png,句子：“红车贵。”,1,possibly,pos-t-comp-f-gui
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,0,5.718325,space,5.939495,0,2,2,20,1,语境：图片中的女生觉得20平方米算是大的蒙古包。她想租蒙古包。,img/rdaupos.png,句子：“B蒙古包不大。”,1,possibly,pos-t-comp-f-buda
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,0,7.95,space,8.158395,0,3,3,28,1,语境：图片中的女生觉得时速90km算是快的车。她坐在副驾驶。,img/rkuaiupos.png,句子：“我们的这辆车不快。”,1,possibly,pos-t-comp-f-bukuai
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,0,9.10066,space,14.274505,0,4,4,3,1,语境：图片中的女生在比较三辆车的价格。她觉得40万算是贵的车。,img/rguiupos.png,句子：“红车贵。”,0,necessarily,pos-f-comp-f-gui
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,1,7.699065,space,8.141005,0,5,5,21,1,语境：图片中的女生在比较三个蒙古包的面积大小。她觉得100平方米算是大的蒙古包。,img/rrdaucomp.png,句子：“B蒙古包不大。”,1,possibly,pos-f-comp-t-buda
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,1,9.316355,space,9.94322,0,6,6,2,1,语境：图片中的女生觉得2万算是贵的车。她在比较三辆车的价格。,img/rrguiucomp.png,句子：“红车贵。”,1,necessarily,pos-t-comp-t-gui
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,,,space,0.141835,0,7,7,31,1,语境：图片中的女生在比较三辆车的时速。她觉得时速200算是快的车速。,img/rkuaiupos.png,句子：“我们的这辆车不快。”,1,necessarily,pos-f-comp-f-bukuai
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,1,25.562295,space,25.902045,0,8,8,24,1,语境：图片中的女生觉得时速90km算是快的车。她坐在副驾驶。,img/rkuaiupos.png,句子：“我们的这辆车快。”,1,possibly,pos-t-comp-f-kuai
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,0,6.519585,space,6.8627,0,9,9,27,1,语境：图片中的女生在比较三辆车的时速。她觉得时速200算是快的车速。,img/rkuaiupos.png,句子：“我们的这辆车快。”,0,necessarily,pos-f-comp-f-kuai
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,0,4.936395,space,5.18852,0,10,10,11,1,语境：图片中的女生在比较三个男生的身高。她觉得195cm算是高的男生。,img/rgaoupos.png,句子：“小明高。”,0,necessarily,pos-f-comp-f-gao
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,0,7.71065,space,8.240775,0,11,11,19,1,语境：图片中的女生在比较三个蒙古包的面积大小。她觉得90平方米算是大的蒙古包。,img/rdaupos.png,句子：“B蒙古包大。”,0,necessarily,pos-f-comp-f-da
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,1,2.996545,space,3.38964,0,12,12,23,1,语境：图片中的女生在比较三个蒙古包的面积大小。她觉得90平方米算是大的蒙古包。,img/rdaupos.png,句子：“B蒙古包不大。”,1,necessarily,pos-f-comp-f-buda
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,1,10.66859,space,10.924145,0,13,13,18,1,语境：图片中的女生觉得20平方米算是大的蒙古包。她在比较三个蒙古包的面积大小。,img/rrdaucomp.png,句子：“B蒙古包大。”,1,necessarily,pos-t-comp-t-da
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,1,15.916835,space,16.195105,0,14,14,29,1,语境：图片中的女生在比较三辆车的时速。她觉得时速160算是快的车速。,img/rrkuaiucomp.png,句子：“我们的这辆车不快。”,1,possibly,pos-f-comp-t-bukuai
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,0,10.63499,space,10.92462,0,15,15,22,1,语境：图片中的女生觉得20平方米算是大的蒙古包。她在比较三个蒙古包的面积大小。,img/rrdaucomp.png,句子：“B蒙古包不大。”,0,necessarily,pos-t-comp-t-buda
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,0,3.53776,space,3.806375,0,16,16,1,1,语境：图片中的女生在比较三辆车的价格。她觉得50万算是贵的车。,img/rrguiucomp.png,句子：“红车贵。”,1,possibly,pos-f-comp-t-gui
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,0,6.003555,space,6.35311,0,17,17,4,1,语境：图片中的女生觉得7万算是贵的车。她想买车。,img/rguiupos.png,句子：“红车不贵。”,1,possibly,pos-t-comp-f-bugui
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,1,4.388545,space,4.69062,0,18,18,5,1,语境：图片中的女生在比较三辆车的价格。她觉得50万算是贵的车。,img/rrguiucomp.png,句子：“红车不贵。”,1,possibly,pos-f-comp-t-bugui
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,1,3.47563,space,3.87719,0,19,19,7,1,语境：图片中的女生在比较三辆车的价格。她觉得40万算是贵的车。,img/rguiupos.png,句子：“红车不贵。”,1,necessarily,pos-f-comp-f-bugui
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,0,6.652005,space,6.886325,0,20,20,25,1,语境：图片中的女生在比较三辆车的时速。她觉得时速160算是快的车速。,img/rrkuaiucomp.png,句子：“我们的这辆车快。”,1,possibly,pos-f-comp-t-kuai
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,1,9.1022,space,9.85482,0,21,21,10,1,语境：图片中的女生觉得155cm算是高的男孩。她在比较三个男孩的身高。,img/rrgaodcomp.png,句子：“小明高。”,1,necessarily,pos-t-comp-t-gao
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,0,6.836495,space,7.58708,0,22,22,30,1,语境：图片中的女生觉得时速70算是快的车速。她在比较三辆车的车速。,img/rrkuaiucomp.png,句子：“我们的这辆车不快。”,0,necessarily,pos-t-comp-t-bukuai
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,1,7.118605,space,7.47492,0,23,23,13,1,语境：图片中的女生在比较三个男生的身高。她觉得190cm算是高的男生。,img/rrgaodcomp.png,句子：“小明不高。”,1,possibly,pos-f-comp-t-bugao
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,0,5.670325,space,5.97153,0,24,24,6,1,语境：图片中的女生觉得2万算是贵的车。她在比较三辆车的价格。,img/rrguiucomp.png,句子：“红车不贵。”,0,necessarily,pos-t-comp-t-bugui
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,0,7.501565,space,7.78529,0,25,25,12,1,语境：图片中的女生觉得170cm算是高的男生。她在观察男生的身高。,img/rgaoupos.png,句子：“小明不高。”,1,possibly,pos-t-comp-f-bugao
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,1,13.153755,space,14.439105,0,26,26,26,1,语境：图片中的女生觉得时速70算是快的车速。她在比较三辆车的车速。,img/rrkuaiucomp.png,句子：“我们的这辆车快。”,1,necessarily,pos-t-comp-t-kuai
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,0,4.26146,space,4.52185,0,27,27,17,1,语境：图片中的女生在比较三个蒙古包的面积大小。她觉得100平方米算是大的蒙古包。,img/rrdaucomp.png,句子：“B蒙古包大。”,1,possibly,pos-f-comp-t-da
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,1,5.58716,space,5.97371,0,28,28,8,1,语境：图片中的女生觉得170cm算是高的男生。她在观察男生的身高。,img/rgaoupos.png,句子：“小明高。”,1,possibly,pos-t-comp-f-gao
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,0,14.116815,space,15.13951,0,29,29,9,1,语境：图片中的女生在比较三个男生的身高。她觉得190cm算是高的男生。,img/rrgaodcomp.png,句子：“小明高。”,1,possibly,pos-f-comp-t-gao
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,1,7.61964,space,7.975505,0,30,30,15,1,语境：图片中的女生在比较三个男生的身高。她觉得195cm算是高的男生。,img/rgaoupos.png,句子：“小明不高。”,1,necessarily,pos-f-comp-f-bugao
,,,,,,,,,,,,,,,,,,,1,0,2020-08-04_21h46.47.393,xpragv7_080420,2020.1.2,Win32,60,,,1,4.810455,space,5.105305,0,31,31,16,1,语境：图片中的女生觉得20平方米算是大的蒙古包。她想租蒙古包。,img/rdaupos.png,句子：“B蒙古包大。”,1,possibly,pos-t-comp-f-da
1,34.029635,space,40.247305,1,20.78763,space,23.44702,0,0,0,0,1,语境：男生让女生选择吃什么。女生正在考虑。,trainingImg/amb1.png,句子：“男生正在等待女生， 手里握着一个手机。”,“手里握着手机”的可指“男生”，也可指“女生”。图片中确实有握着手机的女生。句子可以真实描述图片。,1,possibly,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,
,,,,1,6.25352,space,2.505205,0,1,1,1,1,语境：男生让女生选择吃什么。女生正在考虑。,trainingImg/amb2.png,句子：“男生正在等待女生， 手里握着一个手机。”,“手里握着手机”的可指“男生”，也可指“女生”。图片中确实有握着手机的男生。句子可以真实描述图片。,1,possibly,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,
,,,,0,8.46853,space,1.884655,0,2,2,2,1,语境：女生病了，躺在病床上睡着了。,trainingImg/noamb1.png,句子：“男生正在等待女生， 手里握着一个手机。”,“手里握着手机”的可指“男生”，也可指“女生”。图片中并没有握着手机的男生/女生。句子不可以真实描述图片。,0,necessarily,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,
,,,,1,7.202205,space,2.83376,0,3,3,3,1,语境：女生病了，躺在病床上睡着了。,trainingImg/noamb1.png,句子：“男生正在等待女生， 手里握着一张清洁纸巾。”,“手里握着清洁纸巾”的可指“男生”，也可指“女生”。图片中确实有握纸巾的男生。句子可以真实描述图片。,1,necessarily,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,space,1.656865,1,19.185925,space,16.15549,0,0,0,10,1,语境：图片中的女生觉得155cm算是高的男孩。她在比较三个男孩的身高。,img/rrgaodcomp.png,句子：“小明高。”,1,necessarily,pos-t-comp-t-gao
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,0,10.25037,space,6.373005,0,1,1,16,1,语境：图片中的女生觉得20平方米算是大的蒙古包。她想租蒙古包。,img/rdaupos.png,句子：“B蒙古包大。”,1,possibly,pos-t-comp-f-da
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,1,17.230625,space,13.15807,0,2,2,28,1,语境：图片中的女生觉得时速90km算是快的车。她坐在副驾驶。,img/rkuaiupos.png,句子：“我们的这辆车不快。”,1,possibly,pos-t-comp-f-bukuai
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,1,18.01413,space,17.97303,0,3,3,29,1,语境：图片中的女生在比较三辆车的时速。她觉得时速160算是快的车速。,img/rrkuaiucomp.png,句子：“我们的这辆车不快。”,1,possibly,pos-f-comp-t-bukuai
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,0,8.81198,space,11.70007,0,4,4,20,1,语境：图片中的女生觉得20平方米算是大的蒙古包。她想租蒙古包。,img/rdaupos.png,句子：“B蒙古包不大。”,1,possibly,pos-t-comp-f-buda
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,1,10.50185,space,6.57756,0,5,5,26,1,语境：图片中的女生觉得时速70算是快的车速。她在比较三辆车的车速。,img/rrkuaiucomp.png,句子：“我们的这辆车快。”,1,necessarily,pos-t-comp-t-kuai
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,1,7.908145,space,4.502745,0,6,6,5,1,语境：图片中的女生在比较三辆车的价格。她觉得50万算是贵的车。,img/rrguiucomp.png,句子：“红车不贵。”,1,possibly,pos-f-comp-t-bugui
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,1,8.38406,space,4.306315,0,7,7,12,1,语境：图片中的女生觉得170cm算是高的男生。她在观察男生的身高。,img/rgaoupos.png,句子：“小明不高。”,1,possibly,pos-t-comp-f-bugao
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,0,3.98791,space,0.177695,0,8,8,11,1,语境：图片中的女生在比较三个男生的身高。她觉得195cm算是高的男生。,img/rgaoupos.png,句子：“小明高。”,0,necessarily,pos-f-comp-f-gao
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,1,7.60341,space,3.400165,0,9,9,18,1,语境：图片中的女生觉得20平方米算是大的蒙古包。她在比较三个蒙古包的面积大小。,img/rrdaucomp.png,句子：“B蒙古包大。”,1,necessarily,pos-t-comp-t-da
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,1,7.08475,space,2.50111,0,10,10,13,1,语境：图片中的女生在比较三个男生的身高。她觉得190cm算是高的男生。,img/rrgaodcomp.png,句子：“小明不高。”,1,possibly,pos-f-comp-t-bugao
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,0,3.4753,space,3.871835,0,11,11,9,1,语境：图片中的女生在比较三个男生的身高。她觉得190cm算是高的男生。,img/rrgaodcomp.png,句子：“小明高。”,1,possibly,pos-f-comp-t-gao
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,1,3.962955,space,1.695255,0,12,12,0,1,语境：图片中的女生觉得7万算是贵的车。她想买车。,img/rguiupos.png,句子：“红车贵。”,1,possibly,pos-t-comp-f-gui
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,1,5.354965,space,2.034975,0,13,13,2,1,语境：图片中的女生觉得2万算是贵的车。她在比较三辆车的价格。,img/rrguiucomp.png,句子：“红车贵。”,1,necessarily,pos-t-comp-t-gui
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,1,5.21754,space,1.00651,0,14,14,15,1,语境：图片中的女生在比较三个男生的身高。她觉得195cm算是高的男生。,img/rgaoupos.png,句子：“小明不高。”,1,necessarily,pos-f-comp-f-bugao
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,0,3.94477,space,0.06719,0,15,15,4,1,语境：图片中的女生觉得7万算是贵的车。她想买车。,img/rguiupos.png,句子：“红车不贵。”,1,possibly,pos-t-comp-f-bugui
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,0,3.61143,space,0.650085,0,16,16,17,1,语境：图片中的女生在比较三个蒙古包的面积大小。她觉得100平方米算是大的蒙古包。,img/rrdaucomp.png,句子：“B蒙古包大。”,1,possibly,pos-f-comp-t-da
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,1,6.5691,space,2.227285,0,17,17,31,1,语境：图片中的女生在比较三辆车的时速。她觉得时速200算是快的车速。,img/rkuaiupos.png,句子：“我们的这辆车不快。”,1,necessarily,pos-f-comp-f-bukuai
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,1,7.347045,space,2.76705,0,18,18,24,1,语境：图片中的女生觉得时速90km算是快的车。她坐在副驾驶。,img/rkuaiupos.png,句子：“我们的这辆车快。”,1,possibly,pos-t-comp-f-kuai
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,0,5.59294,space,1.505485,0,19,19,25,1,语境：图片中的女生在比较三辆车的时速。她觉得时速160算是快的车速。,img/rrkuaiucomp.png,句子：“我们的这辆车快。”,1,possibly,pos-f-comp-t-kuai
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,0,4.739715,space,0.46803,0,20,20,6,1,语境：图片中的女生觉得2万算是贵的车。她在比较三辆车的价格。,img/rrguiucomp.png,句子：“红车不贵。”,0,necessarily,pos-t-comp-t-bugui
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,1,4.752675,space,1.05194,0,21,21,23,1,语境：图片中的女生在比较三个蒙古包的面积大小。她觉得90平方米算是大的蒙古包。,img/rdaupos.png,句子：“B蒙古包不大。”,1,necessarily,pos-f-comp-f-buda
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,1,5.025585,space,0.75199,0,22,22,21,1,语境：图片中的女生在比较三个蒙古包的面积大小。她觉得100平方米算是大的蒙古包。,img/rrdaucomp.png,句子：“B蒙古包不大。”,1,possibly,pos-f-comp-t-buda
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,1,0.924335,space,2.240965,0,23,23,7,1,语境：图片中的女生在比较三辆车的价格。她觉得40万算是贵的车。,img/rguiupos.png,句子：“红车不贵。”,1,necessarily,pos-f-comp-f-bugui
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,0,3.951305,space,0.974255,0,24,24,1,1,语境：图片中的女生在比较三辆车的价格。她觉得50万算是贵的车。,img/rrguiucomp.png,句子：“红车贵。”,1,possibly,pos-f-comp-t-gui
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,0,5.893655,space,1.50007,0,25,25,3,1,语境：图片中的女生在比较三辆车的价格。她觉得40万算是贵的车。,img/rguiupos.png,句子：“红车贵。”,0,necessarily,pos-f-comp-f-gui
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,0,6.235215,space,2.96761,0,26,26,14,1,语境：图片中的女生觉得155cm算是高的男孩。她在比较三个男孩的身高。,img/rrgaodcomp.png,句子：“小明不高。”,0,necessarily,pos-t-comp-t-bugao
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,0,7.02583,space,3.08909,0,27,27,30,1,语境：图片中的女生觉得时速70算是快的车速。她在比较三辆车的车速。,img/rrkuaiucomp.png,句子：“我们的这辆车不快。”,0,necessarily,pos-t-comp-t-bukuai
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,0,7.25344,space,2.91798,0,28,28,22,1,语境：图片中的女生觉得20平方米算是大的蒙古包。她在比较三个蒙古包的面积大小。,img/rrdaucomp.png,句子：“B蒙古包不大。”,0,necessarily,pos-t-comp-t-buda
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,1,2.77716,space,0.8618,0,29,29,8,1,语境：图片中的女生觉得170cm算是高的男生。她在观察男生的身高。,img/rgaoupos.png,句子：“小明高。”,1,possibly,pos-t-comp-f-gao
,,,,,,,,,,,,,,,,,,,1,1,2020-08-05_16h17.14.427,xpragv7_080420,2020.1.2,Win32,60,,,0,4.906,space,2.38594,0,30,30,27,1,语境：图片中的女生在比较三辆车的时速。她觉得时速200算是快的车速。,img/rkuaiupos.png,句子：“我们的这辆车快。”,0,necessarily,pos-f-comp-f-kuai
